,index,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
5009,5284,Washington,2375.001798,No,Basic,College,2011-02-05,Employed,F,47455.0,Urban,Single,61,1,61,0,1,Personal Auto,Personal L1,Offer1,Agent,278.804991,Four-Door Car,Medsize
5010,5285,Nevada,8646.504109,Yes,Basic,High School or Below,2011-01-02,Employed,F,64125.0,Urban,Married,108,3,44,0,3,Personal Auto,Personal L1,Offer2,Branch,369.818708,SUV,Large
5011,5286,Oregon,6672.127831,No,Extended,College,2011-02-13,Employed,F,56830.0,Urban,Married,83,6,27,0,9,Personal Auto,Personal L1,Offer2,Agent,319.799712,Two-Door Car,Medsize
5012,5287,California,12919.41828,No,Basic,College,2011-01-23,Employed,M,58236.0,Rural,Married,108,22,92,0,2,Corporate Auto,Corporate L2,Offer1,Agent,67.253453,SUV,Small
5013,5288,Washington,7385.359236,No,Basic,Bachelor,2011-02-23,Employed,M,54289.0,Suburban,Married,62,32,13,0,2,Personal Auto,Personal L2,Offer2,Call Center,430.093647,Four-Door Car,Medsize
5014,5289,California,7200.664877,Yes,Basic,College,2011-01-26,Unemployed,F,0.0,Suburban,Married,66,16,77,0,2,Personal Auto,Personal L3,Offer2,Agent,316.8,Four-Door Car,Medsize
5015,5290,California,7281.715134,No,Extended,College,2011-02-07,Employed,M,47482.0,Suburban,Married,93,19,45,0,3,Corporate Auto,Corporate L1,Offer2,Branch,594.177664,Four-Door Car,Small
5016,5291,Arizona,3237.996209,Yes,Extended,Master,2011-01-16,Employed,M,60244.0,Urban,Married,83,3,72,3,1,Personal Auto,Personal L1,Offer3,Agent,326.281835,Four-Door Car,Medsize
5017,5292,Arizona,2722.986709,No,Basic,College,2011-02-03,Disabled,M,20867.0,Suburban,Married,71,0,79,0,1,Personal Auto,Personal L3,Offer4,Agent,340.8,Four-Door Car,Medsize
5018,5293,California,11277.72488,No,Extended,Master,2011-02-01,Employed,M,98138.0,Urban,Married,93,30,10,1,2,Personal Auto,Personal L1,Offer3,Agent,427.52731,Four-Door Car,Medsize
5019,5294,California,8555.887254,No,Extended,High School or Below,2011-01-29,Unemployed,M,0.0,Suburban,Single,81,6,49,0,2,Personal Auto,Personal L3,Offer2,Call Center,583.2,Four-Door Car,Medsize
5020,5295,Washington,2911.923334,No,Basic,Bachelor,2011-01-11,Employed,F,20327.0,Suburban,Married,74,26,44,0,1,Personal Auto,Personal L1,Offer3,Web,824.254866,Four-Door Car,Medsize
5021,5296,Oregon,10083.48688,Yes,Extended,High School or Below,2011-02-19,Retired,F,11828.0,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L2,Offer1,Agent,571.479602,Four-Door Car,Large
5022,5297,Arizona,5704.977144,No,Basic,Doctor,2011-01-21,Employed,M,50695.0,Rural,Married,71,31,30,0,5,Personal Auto,Personal L3,Offer1,Call Center,110.567069,Two-Door Car,Large
5023,5298,Nevada,7664.80924,No,Premium,High School or Below,2011-01-22,Unemployed,M,0.0,Suburban,Single,107,14,90,0,3,Personal Auto,Personal L3,Offer1,Agent,770.4,Four-Door Car,Medsize
5024,5299,Oregon,4909.027487,No,Basic,High School or Below,2011-01-24,Employed,M,98693.0,Suburban,Married,61,7,57,0,3,Personal Auto,Personal L2,Offer2,Agent,292.8,Four-Door Car,Small
5025,5300,Oregon,5470.060561,Yes,Extended,Bachelor,2011-02-17,Employed,F,54507.0,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L3,Offer2,Agent,702.990032,SUV,Medsize
5026,5301,Nevada,5067.002561,No,Extended,College,2011-02-24,Employed,M,89703.0,Urban,Married,126,6,54,0,1,Personal Auto,Personal L1,Offer4,Branch,601.983113,SUV,Medsize
5027,5302,Washington,4896.271406,No,Basic,College,2011-01-07,Unemployed,F,0.0,Suburban,Single,71,9,6,0,3,Personal Auto,Personal L3,Offer2,Agent,421.147532,Four-Door Car,Large
5028,5303,California,4572.041785,No,Basic,Bachelor,2011-01-19,Unemployed,M,0.0,Suburban,Married,67,19,82,1,3,Personal Auto,Personal L2,Offer1,Agent,357.14996,Two-Door Car,Small
5029,5304,Oregon,8237.376444,No,Basic,College,2011-01-08,Employed,M,70882.0,Rural,Married,69,20,50,0,2,Personal Auto,Personal L3,Offer1,Agent,124.380223,Four-Door Car,Medsize
5030,5305,Nevada,3964.730745,No,Premium,Bachelor,2011-01-17,Employed,F,60817.0,Suburban,Single,103,3,79,1,1,Personal Auto,Personal L2,Offer2,Web,494.4,Four-Door Car,Medsize
5031,5306,Nevada,10901.22525,No,Extended,Bachelor,2011-02-04,Employed,M,72257.0,Urban,Divorced,90,28,61,0,2,Personal Auto,Personal L3,Offer3,Branch,408.415481,Four-Door Car,Medsize
5032,5307,California,16304.29777,No,Extended,Doctor,2011-01-16,Employed,M,90008.0,Urban,Single,137,13,3,0,2,Personal Auto,Personal L3,Offer2,Web,406.986034,SUV,Medsize
5033,5308,Nevada,2619.478929,No,Basic,High School or Below,2011-01-15,Employed,F,93987.0,Urban,Single,65,9,1,0,1,Personal Auto,Personal L2,Offer2,Branch,251.321448,Two-Door Car,Medsize
5034,5309,Oregon,14024.35839,Yes,Premium,High School or Below,2011-02-19,Employed,F,81872.0,Rural,Married,115,10,55,0,2,Personal Auto,Personal L2,Offer2,Web,256.43803,Four-Door Car,Medsize
5035,5312,California,20864.30762,No,Basic,College,2011-01-07,Unemployed,F,0.0,Urban,Married,61,22,94,0,2,Special Auto,Special L3,Offer1,Branch,216.08671,Four-Door Car,Medsize
5036,5313,Oregon,8823.852473,No,Basic,High School or Below,2011-02-08,Employed,M,75741.0,Rural,Married,109,31,59,0,7,Corporate Auto,Corporate L3,Offer3,Agent,217.188864,SUV,Small
5037,5314,Arizona,7610.203455,No,Extended,Master,2011-01-27,Employed,M,38086.0,Urban,Married,96,17,10,0,7,Personal Auto,Personal L3,Offer4,Agent,243.237741,Two-Door Car,Medsize
5038,5315,California,7486.171898,No,Basic,High School or Below,2011-01-27,Employed,F,38725.0,Suburban,Single,64,12,58,0,2,Corporate Auto,Corporate L1,Offer1,Agent,307.2,Two-Door Car,Medsize
5039,5316,Nevada,8763.449964,No,Extended,High School or Below,2011-01-02,Disabled,M,20132.0,Suburban,Divorced,86,5,61,3,2,Corporate Auto,Corporate L3,Offer1,Branch,412.8,Four-Door Car,Small
5040,5318,Oregon,11121.62179,No,Basic,High School or Below,2011-02-17,Employed,M,44299.0,Suburban,Divorced,106,25,76,5,2,Personal Auto,Personal L1,Offer1,Call Center,754.260616,SUV,Medsize
5041,5319,Arizona,5657.685223,No,Extended,High School or Below,2011-02-20,Employed,M,98917.0,Rural,Married,139,18,21,0,1,Corporate Auto,Corporate L1,Offer1,Agent,336.612234,Sports Car,Medsize
5042,5320,California,18938.53677,No,Basic,College,2011-01-10,Employed,F,91535.0,Rural,Married,67,35,13,1,2,Personal Auto,Personal L3,Offer1,Agent,126.634634,Four-Door Car,Large
5043,5321,Washington,13865.83107,No,Basic,College,2011-02-20,Employed,F,53484.0,Urban,Divorced,70,12,12,0,2,Corporate Auto,Corporate L3,Offer1,Branch,333.051529,Two-Door Car,Medsize
5044,5322,Oregon,8188.91743,No,Basic,Doctor,2011-01-08,Employed,M,45318.0,Suburban,Married,103,17,27,0,8,Personal Auto,Personal L2,Offer2,Call Center,494.4,SUV,Large
5045,5323,Oregon,5626.530435,No,Basic,Bachelor,2011-01-18,Employed,F,46897.0,Suburban,Married,70,16,47,0,3,Personal Auto,Personal L2,Offer4,Branch,344.377218,Four-Door Car,Small
5046,5324,Arizona,3208.919835,No,Extended,Master,2011-02-08,Employed,F,40135.0,Rural,Married,80,29,70,0,1,Personal Auto,Personal L2,Offer1,Agent,78.008093,Four-Door Car,Medsize
5047,5325,Arizona,5282.543094,No,Basic,College,2011-02-26,Employed,M,38606.0,Suburban,Single,68,16,99,0,3,Personal Auto,Personal L3,Offer1,Branch,413.288851,Four-Door Car,Medsize
5048,5326,Oregon,8696.7107,No,Basic,Bachelor,2011-01-04,Employed,F,56550.0,Rural,Married,73,22,41,3,2,Corporate Auto,Corporate L1,Offer3,Agent,162.775889,Four-Door Car,Medsize
5049,5327,Oregon,5259.444853,No,Basic,College,2011-01-06,Employed,F,61146.0,Urban,Married,65,7,68,0,6,Personal Auto,Personal L3,Offer2,Branch,273.018929,Four-Door Car,Medsize
5050,5328,Nevada,7854.771821,No,Basic,High School or Below,2011-02-05,Employed,M,36409.0,Suburban,Married,66,26,33,0,2,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small
5051,5329,Arizona,6438.97103,No,Extended,Bachelor,2011-02-20,Employed,F,90035.0,Rural,Married,80,28,38,0,3,Personal Auto,Personal L3,Offer2,Call Center,141.628547,Four-Door Car,Medsize
5052,5330,California,11633.57855,No,Extended,Bachelor,2011-02-21,Employed,F,39669.0,Suburban,Married,98,13,63,0,2,Personal Auto,Personal L3,Offer2,Agent,492.935479,Two-Door Car,Small
5053,5331,Arizona,2442.422113,No,Basic,Master,2011-02-10,Employed,F,57963.0,Rural,Divorced,61,11,63,0,1,Personal Auto,Personal L3,Offer2,Web,42.160829,Four-Door Car,Medsize
5054,5332,Washington,14024.35839,Yes,Premium,High School or Below,2011-02-19,Employed,F,81872.0,Rural,Married,115,10,55,0,2,Personal Auto,Personal L3,Offer2,Web,256.43803,Four-Door Car,Medsize
5055,5333,California,2491.257604,Yes,Basic,High School or Below,2011-02-12,Medical Leave,F,25965.0,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L3,Offer1,Agent,329.206567,Four-Door Car,Medsize
5056,5334,Arizona,3410.199334,No,Extended,High School or Below,2011-01-11,Employed,F,59662.0,Rural,Married,85,6,76,0,1,Personal Auto,Personal L1,Offer2,Web,10.168824,Four-Door Car,Medsize
5057,5335,Nevada,3842.028065,No,Premium,College,2011-01-19,Disabled,M,27906.0,Suburban,Divorced,102,5,57,0,1,Personal Auto,Personal L3,Offer2,Call Center,489.6,Four-Door Car,Medsize
5058,5336,Oregon,3339.853704,No,Extended,High School or Below,2011-01-31,Employed,F,51032.0,Urban,Married,83,5,56,0,1,Personal Auto,Personal L1,Offer4,Web,349.954886,Four-Door Car,Medsize
5059,5337,Arizona,5358.269985,No,Extended,Bachelor,2011-01-23,Employed,F,83771.0,Urban,Married,133,26,18,0,1,Personal Auto,Personal L3,Offer4,Web,482.328161,Sports Car,Medsize
5060,5338,Oregon,9268.672154,No,Basic,Bachelor,2011-02-13,Employed,F,57052.0,Urban,Married,115,7,56,1,4,Corporate Auto,Corporate L3,Offer3,Agent,483.62724,SUV,Medsize
5061,5339,California,4200.373728,No,Premium,Master,2011-02-11,Employed,M,51510.0,Suburban,Divorced,106,11,17,0,1,Personal Auto,Personal L2,Offer2,Branch,688.547375,Four-Door Car,Medsize
5062,5340,Oregon,4829.571981,No,Basic,College,2011-01-25,Employed,F,34819.0,Urban,Married,61,0,31,0,6,Corporate Auto,Corporate L2,Offer1,Agent,185.898327,Four-Door Car,Medsize
5063,5341,California,14244.73069,No,Extended,Bachelor,2011-02-24,Employed,F,31189.0,Suburban,Single,122,18,10,0,2,Personal Auto,Personal L3,Offer2,Agent,585.6,Sports Car,Large
5064,5342,California,4095.201692,No,Basic,College,2011-01-06,Employed,F,32180.0,Suburban,Married,103,3,28,0,1,Special Auto,Special L2,Offer3,Call Center,558.835255,Sports Car,Small
5065,5344,California,7540.054749,No,Extended,College,2011-02-18,Employed,F,67018.0,Rural,Married,94,11,17,0,4,Personal Auto,Personal L1,Offer2,Agent,104.427573,Four-Door Car,Medsize
5066,5345,Arizona,2821.002026,No,Extended,Bachelor,2011-01-11,Unemployed,M,0.0,Suburban,Married,77,32,0,0,1,Corporate Auto,Corporate L2,Offer4,Agent,436.369797,Two-Door Car,Medsize
5067,5347,California,19731.34147,No,Basic,Bachelor,2011-01-07,Employed,F,33588.0,Suburban,Married,62,2,64,0,2,Corporate Auto,Corporate L3,Offer1,Agent,419.921897,Four-Door Car,Medsize
5068,5348,Oregon,6685.069081,No,Extended,Doctor,2011-02-20,Employed,M,56270.0,Suburban,Married,83,23,2,0,4,Personal Auto,Personal L2,Offer2,Branch,398.4,Four-Door Car,Medsize
5069,5349,Arizona,8408.317401,No,Basic,College,2011-02-15,Employed,M,82800.0,Suburban,Married,70,12,94,0,2,Corporate Auto,Corporate L3,Offer1,Agent,442.194796,Four-Door Car,Medsize
5070,5350,Arizona,7371.58568,No,Basic,College,2011-02-03,Unemployed,F,0.0,Suburban,Divorced,68,2,70,0,2,Personal Auto,Personal L1,Offer3,Agent,425.137341,Four-Door Car,Medsize
5071,5351,Oregon,4742.106389,No,Premium,High School or Below,2011-01-10,Employed,M,63891.0,Rural,Married,119,13,13,0,1,Corporate Auto,Corporate L3,Offer4,Agent,7.651121,Two-Door Car,Medsize
5072,5352,Washington,15865.166,No,Extended,Master,2011-01-08,Employed,F,43946.0,Urban,Divorced,133,13,83,0,2,Corporate Auto,Corporate L2,Offer2,Call Center,415.98615,Sports Car,Medsize
5073,5353,Washington,5396.311664,No,Basic,Bachelor,2011-02-14,Employed,M,62039.0,Urban,Married,68,8,30,1,8,Personal Auto,Personal L2,Offer3,Call Center,265.877583,Four-Door Car,Medsize
5074,5354,Oregon,4330.38602,Yes,Premium,College,2011-02-16,Employed,M,60475.0,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,Medsize
5075,5355,Nevada,5708.024308,No,Basic,High School or Below,2011-02-10,Employed,F,70279.0,Urban,Single,71,17,25,0,7,Special Auto,Special L3,Offer4,Call Center,331.231484,Four-Door Car,Medsize
5076,5356,Oregon,3500.855508,No,Extended,High School or Below,2011-02-26,Unemployed,F,0.0,Suburban,Married,93,4,63,0,1,Personal Auto,Personal L2,Offer4,Branch,446.4,Two-Door Car,Small
5077,5357,Oregon,3919.366722,Yes,Extended,High School or Below,2011-01-05,Employed,F,66676.0,Suburban,Married,97,0,40,0,1,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small
5078,5358,Arizona,2910.317298,No,Extended,High School or Below,2011-01-14,Medical Leave,M,12048.0,Suburban,Married,77,6,46,0,1,Corporate Auto,Corporate L1,Offer2,Agent,369.6,Four-Door Car,Large
5079,5359,Arizona,4827.77681,No,Basic,College,2011-01-17,Unemployed,F,0.0,Suburban,Single,68,29,91,0,6,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Medsize
5080,5360,Arizona,4811.740943,No,Basic,College,2011-02-15,Unemployed,F,0.0,Suburban,Single,68,34,37,0,6,Personal Auto,Personal L2,Offer1,Web,619.07199,Two-Door Car,Small
5081,5361,California,7834.151482,No,Extended,Master,2011-01-17,Employed,F,36094.0,Urban,Married,99,28,50,1,5,Personal Auto,Personal L1,Offer2,Branch,456.50357,Two-Door Car,Medsize
5082,5362,Arizona,14666.23121,No,Basic,Bachelor,2011-01-27,Unemployed,M,0.0,Suburban,Single,61,0,31,0,2,Corporate Auto,Corporate L2,Offer1,Branch,439.2,Four-Door Car,Small
5083,5363,Washington,7199.645715,No,Extended,College,2011-01-14,Employed,F,63328.0,Suburban,Married,89,19,19,0,9,Personal Auto,Personal L2,Offer2,Web,427.2,Two-Door Car,Medsize
5084,5364,Nevada,3914.719645,No,Basic,High School or Below,2011-01-14,Unemployed,M,0.0,Suburban,Single,112,6,0,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,587.861936,Sports Car,Medsize
5085,5365,Washington,9470.273932,No,Premium,High School or Below,2011-02-05,Employed,F,36121.0,Suburban,Married,118,7,91,0,4,Personal Auto,Personal L3,Offer3,Call Center,1107.145019,Four-Door Car,Small
5086,5366,California,5479.555081,Yes,Basic,Master,2011-01-13,Employed,M,56005.0,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Small
5087,5367,Arizona,2488.241391,No,Basic,High School or Below,2011-01-20,Employed,F,48597.0,Urban,Single,71,12,63,5,1,Corporate Auto,Corporate L3,Offer4,Agent,305.697525,Four-Door Car,Medsize
5088,5368,California,5886.615741,No,Extended,High School or Below,2011-01-23,Unemployed,F,0.0,Suburban,Single,81,21,37,0,4,Personal Auto,Personal L2,Offer1,Branch,583.2,Four-Door Car,Small
5089,5369,Oregon,8406.385414,No,Basic,College,2011-02-03,Employed,F,42540.0,Rural,Married,70,15,52,0,2,Personal Auto,Personal L1,Offer1,Agent,43.548973,Four-Door Car,Medsize
5090,5370,California,8685.91529,No,Basic,College,2011-01-08,Employed,M,87544.0,Suburban,Married,109,28,92,1,3,Corporate Auto,Corporate L1,Offer2,Branch,523.2,SUV,Small
5091,5373,Nevada,2798.679988,No,Basic,College,2011-02-27,Employed,M,88009.0,Urban,Single,71,29,21,0,1,Corporate Auto,Corporate L2,Offer1,Branch,266.52482,Two-Door Car,Medsize
5092,5374,Washington,3288.6575,No,Extended,College,2011-02-10,Unemployed,M,0.0,Suburban,Single,97,27,17,0,1,Personal Auto,Personal L2,Offer2,Call Center,1026.315988,Four-Door Car,Medsize
5093,5375,Washington,2004.350666,Yes,Basic,College,2011-02-22,Unemployed,F,0.0,Suburban,Divorced,66,16,35,4,1,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small
5094,5376,Oregon,13736.1325,Yes,Premium,Master,2011-02-13,Disabled,F,16181.0,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L3,Offer1,Web,1261.319869,SUV,Medsize
5095,5377,Oregon,4411.65582,No,Basic,College,2011-01-17,Unemployed,M,0.0,Suburban,Single,62,20,88,0,6,Personal Auto,Personal L3,Offer1,Call Center,446.4,Two-Door Car,Medsize
5096,5378,Arizona,5392.440611,No,Extended,Bachelor,2011-01-14,Employed,F,75438.0,Urban,Single,136,11,97,0,1,Personal Auto,Personal L3,Offer1,Call Center,438.480672,SUV,Medsize
5097,5379,Oregon,2561.576924,No,Basic,High School or Below,2011-01-03,Unemployed,F,0.0,Suburban,Single,73,25,5,0,1,Corporate Auto,Corporate L1,Offer2,Branch,842.87608,Two-Door Car,Medsize
5098,5380,Oregon,6057.07208,Yes,Extended,Bachelor,2011-02-14,Retired,M,27681.0,Suburban,Married,83,13,62,0,9,Corporate Auto,Corporate L3,Offer2,Agent,398.4,Two-Door Car,Medsize
5099,5381,Arizona,22256.69368,No,Premium,Bachelor,2011-02-17,Disabled,F,23444.0,Suburban,Married,196,7,62,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,940.8,SUV,Medsize
5100,5382,Washington,2693.530229,No,Basic,Master,2011-01-15,Employed,F,63684.0,Suburban,Single,68,6,87,0,1,Personal Auto,Personal L3,Offer2,Agent,343.889585,Two-Door Car,Medsize
5101,5383,Oregon,4296.604128,No,Basic,College,2011-01-27,Employed,F,61737.0,Urban,Married,107,21,65,0,1,Personal Auto,Personal L3,Offer1,Branch,495.670802,Sports Car,Medsize
5102,5384,California,11624.82149,No,Premium,High School or Below,2011-01-22,Unemployed,M,0.0,Suburban,Single,113,32,66,0,2,Personal Auto,Personal L3,Offer1,Agent,813.6,Four-Door Car,Medsize
5103,5385,Oregon,8749.496793,No,Premium,Bachelor,2011-02-28,Employed,M,52373.0,Rural,Divorced,111,2,37,0,9,Personal Auto,Personal L3,Offer1,Web,186.160527,Four-Door Car,Medsize
5104,5386,Oregon,3155.911309,No,Extended,Bachelor,2011-02-06,Employed,M,58213.0,Rural,Married,79,22,50,0,1,Personal Auto,Personal L3,Offer1,Agent,39.714767,Four-Door Car,Medsize
5105,5387,California,3317.904817,No,Extended,High School or Below,2011-01-13,Employed,M,74142.0,Suburban,Married,83,24,60,0,1,Personal Auto,Personal L3,Offer4,Branch,398.4,Two-Door Car,Medsize
5106,5388,Nevada,7821.188278,No,Premium,High School or Below,2011-02-08,Unemployed,F,0.0,Suburban,Single,109,31,74,0,3,Personal Auto,Personal L2,Offer2,Call Center,784.8,Four-Door Car,Medsize
5107,5389,Washington,4240.925575,No,Premium,College,2011-02-28,Employed,M,49746.0,Suburban,Married,111,4,85,3,1,Corporate Auto,Corporate L2,Offer1,Agent,589.298521,Four-Door Car,Medsize
5108,5390,California,8992.779137,No,Extended,High School or Below,2011-01-27,Unemployed,F,0.0,Suburban,Single,129,13,4,0,7,Personal Auto,Personal L1,Offer1,Call Center,1059.572464,SUV,Medsize
5109,5391,Oregon,7304.15545,No,Premium,Bachelor,2011-02-25,Unemployed,M,0.0,Suburban,Divorced,104,35,79,0,3,Personal Auto,Personal L2,Offer1,Agent,499.2,Four-Door Car,Medsize
5110,5392,Arizona,5217.513287,Yes,Basic,Bachelor,2011-02-17,Employed,F,39854.0,Urban,Divorced,66,6,4,0,7,Personal Auto,Personal L2,Offer2,Web,261.930545,Two-Door Car,Medsize
5111,5393,Nevada,2725.356404,Yes,Basic,Master,2011-01-03,Employed,F,36650.0,Rural,Married,69,2,70,1,1,Corporate Auto,Corporate L3,Offer2,Web,56.60333,Four-Door Car,Large
5112,5394,California,18569.50063,No,Extended,High School or Below,2011-02-06,Employed,F,32756.0,Urban,Married,93,18,67,0,2,Personal Auto,Personal L3,Offer1,Agent,381.118731,Two-Door Car,Medsize
5113,5395,Nevada,9985.366015,No,Extended,College,2011-02-02,Employed,M,36268.0,Suburban,Single,86,2,22,1,2,Personal Auto,Personal L3,Offer2,Agent,531.164627,Four-Door Car,Small
5114,5396,Oregon,8257.666512,Yes,Basic,Bachelor,2011-01-12,Disabled,F,23815.0,Suburban,Married,73,4,47,0,2,Personal Auto,Personal L3,Offer2,Call Center,424.330166,Four-Door Car,Medsize
5115,5397,Arizona,8002.308333,Yes,Basic,College,2011-01-11,Unemployed,F,0.0,Suburban,Married,107,3,65,0,3,Corporate Auto,Corporate L3,Offer1,Agent,513.6,SUV,Medsize
5116,5398,Nevada,5897.745369,No,Basic,High School or Below,2011-02-03,Employed,M,39188.0,Suburban,Divorced,74,9,2,0,3,Personal Auto,Personal L3,Offer3,Web,355.2,Four-Door Car,Medsize
5117,5399,Nevada,4686.469674,Yes,Basic,College,2011-02-12,Employed,M,58089.0,Suburban,Married,118,31,83,0,1,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize
5118,5400,Oregon,5943.07303,No,Basic,High School or Below,2011-01-07,Employed,F,62120.0,Rural,Married,74,5,39,0,8,Corporate Auto,Corporate L3,Offer4,Agent,28.31732,Four-Door Car,Medsize
5119,5401,Oregon,2648.471057,No,Basic,High School or Below,2011-01-22,Disabled,F,26540.0,Suburban,Married,69,15,4,0,1,Personal Auto,Personal L2,Offer2,Branch,378.432035,Four-Door Car,Medsize
5120,5402,California,4650.063763,Yes,Basic,College,2011-01-10,Retired,M,28215.0,Suburban,Single,65,15,26,0,3,Personal Auto,Personal L3,Offer1,Agent,468.0,Two-Door Car,Medsize
5121,5405,Nevada,2951.294057,No,Basic,College,2011-01-29,Employed,F,69600.0,Urban,Married,74,35,28,0,1,Personal Auto,Personal L1,Offer2,Web,341.396161,Four-Door Car,Small
5122,5406,California,2464.510412,No,Basic,College,2011-01-28,Employed,F,40982.0,Rural,Married,62,6,88,0,1,Corporate Auto,Corporate L1,Offer1,Web,106.665934,Four-Door Car,Medsize
5123,5407,Oregon,5555.830205,Yes,Basic,Bachelor,2011-02-06,Employed,M,74015.0,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small
5124,5408,California,3199.703983,No,Extended,High School or Below,2011-01-28,Unemployed,M,0.0,Suburban,Single,94,6,61,0,1,Personal Auto,Personal L3,Offer1,Agent,1121.876091,Two-Door Car,Large
5125,5409,Oregon,2776.317884,No,Extended,Bachelor,2011-02-05,Unemployed,F,0.0,Suburban,Single,79,28,94,0,1,Personal Auto,Personal L2,Offer1,Branch,509.028102,Four-Door Car,Medsize
5126,5410,Arizona,16355.31386,No,Premium,College,2011-02-16,Medical Leave,M,29439.0,Suburban,Divorced,146,4,10,0,2,Personal Auto,Personal L3,Offer1,Call Center,700.8,SUV,Large
5127,5411,Oregon,7329.889139,No,Basic,College,2011-01-31,Unemployed,M,0.0,Suburban,Single,108,26,94,0,4,Personal Auto,Personal L1,Offer1,Branch,518.4,Sports Car,Small
5128,5412,Arizona,5555.830205,Yes,Basic,Bachelor,2011-02-06,Employed,M,74015.0,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L1,Offer2,Call Center,471.443077,Four-Door Car,Small
5129,5413,Arizona,6383.482152,No,Extended,College,2011-01-13,Employed,F,67881.0,Suburban,Married,79,6,70,0,4,Personal Auto,Personal L2,Offer3,Branch,391.039166,Two-Door Car,Medsize
5130,5414,Nevada,7758.588506,No,Extended,High School or Below,2011-02-08,Employed,F,96162.0,Urban,Single,97,9,91,0,4,Corporate Auto,Corporate L3,Offer2,Agent,376.569009,Four-Door Car,Small
5131,5415,California,14932.09982,No,Basic,College,2011-01-08,Employed,F,39049.0,Urban,Married,63,30,34,0,2,Personal Auto,Personal L2,Offer2,Agent,294.75626,Two-Door Car,Medsize
5132,5416,Oregon,8047.410936,No,Basic,Doctor,2011-02-20,Disabled,M,29808.0,Rural,Married,105,18,38,1,3,Personal Auto,Personal L1,Offer1,Call Center,52.456587,SUV,Medsize
5133,5417,California,10861.515,No,Extended,Master,2011-01-22,Employed,F,65727.0,Urban,Married,134,14,15,0,6,Corporate Auto,Corporate L2,Offer1,Agent,363.995013,SUV,Medsize
5134,5418,Washington,2195.295372,No,Basic,High School or Below,2011-02-13,Unemployed,F,0.0,Suburban,Single,62,30,29,1,1,Personal Auto,Personal L2,Offer1,Web,446.4,Four-Door Car,Large
5135,5419,California,2397.036098,Yes,Basic,High School or Below,2011-01-29,Retired,F,22283.0,Suburban,Divorced,65,16,93,0,1,Corporate Auto,Corporate L3,Offer1,Branch,572.072106,Four-Door Car,Medsize
5136,5420,Washington,4070.045873,No,Basic,College,2011-01-31,Employed,F,37435.0,Urban,Single,105,3,22,0,1,Personal Auto,Personal L3,Offer3,Branch,314.441585,SUV,Medsize
5137,5421,Oregon,5578.522348,No,Basic,College,2011-02-13,Employed,M,27756.0,Suburban,Married,71,6,52,0,8,Corporate Auto,Corporate L3,Offer1,Agent,735.733206,Two-Door Car,Small
5138,5422,Arizona,8139.525579,No,Basic,High School or Below,2011-01-12,Employed,M,86876.0,Rural,Married,68,9,3,0,2,Personal Auto,Personal L3,Offer4,Call Center,118.810361,Four-Door Car,Medsize
5139,5423,California,7444.939419,No,Premium,Bachelor,2011-02-13,Unemployed,M,0.0,Suburban,Single,114,21,41,0,4,Personal Auto,Personal L2,Offer1,Branch,863.861736,Four-Door Car,Medsize
5140,5424,California,7295.332712,No,Extended,High School or Below,2011-02-15,Employed,F,34062.0,Suburban,Married,91,23,51,0,3,Corporate Auto,Corporate L3,Offer3,Agent,603.350571,Four-Door Car,Medsize
5141,5425,Oregon,5325.724541,Yes,Basic,High School or Below,2011-02-21,Unemployed,M,0.0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize
5142,5426,Washington,2442.212317,No,Basic,College,2011-02-12,Unemployed,F,0.0,Suburban,Single,69,7,10,0,1,Corporate Auto,Corporate L1,Offer1,Branch,331.2,Four-Door Car,Large
5143,5427,Arizona,10307.65258,No,Extended,College,2011-01-27,Employed,F,78358.0,Suburban,Married,128,6,75,0,3,Corporate Auto,Corporate L1,Offer3,Agent,614.4,SUV,Medsize
